"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts","nfactor","normcounts","rpk","rpm","tpm"
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1495,1639,"T7p04","0.5",3,10959568,2.73733417229584e-07,1.90092650853878e-06,3.99892513283644e-06,4.75359364177556e-07
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1635,1972,"T7p05","0.6B",4,10959568,3.64977889639446e-07,1.08302044403396e-06,3.99892513283644e-06,2.70827887009172e-07
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1635,1797,"T7p06","0.6A",2,10959568,1.82488944819723e-07,1.12647496802298e-06,3.99892513283644e-06,2.81694438031145e-07
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",3138,5887,"T7p07","1",163937,10959568,0.0149583450734554,0.00544137689103509,3.99892513283644e-06,0.00136070986834793
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",5887,6448,"T7p08","1.2",270199,10959568,0.0246541652006721,0.0439468185395225,3.99892513283644e-06,0.0109896577404416
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",6006,6135,"T7p09","1.1",59524,10959568,0.00543123597572459,0.0421026044629813,3.99892513283644e-06,0.0105284802951832
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",6448,7588,"T7p10","1.3",514904,10959568,0.0469821438217273,0.0412124068611643,3.99892513283644e-06,0.0103058710758939
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7607,7763,"T7p11","1.4",29579,10959568,0.00269892024941129,0.0173007708295596,3.99892513283644e-06,0.00432635527169475
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7790,7880,"T7p12","1.5",70669,10959568,0.0064481556207325,0.0716461735636944,3.99892513283644e-06,0.0179163578171007
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7905,8166,"T7p13","1.6",176284,10959568,0.0160849405743,0.0616281248057472,3.99892513283644e-06,0.0154111724422393
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8165,8756,"T7p14","1.7",531211,10959568,0.0484700674333149,0.0820136504793822,3.99892513283644e-06,0.0205089237120101
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8748,8895,"T7p15","1.8",221538,10959568,0.0202141179287359,0.137511006317931,3.99892513283644e-06,0.0343869919416057
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8897,9092,"T7p16","2",194846,10959568,0.0177786204711719,0.0911724126726762,3.99892513283644e-06,0.0227992297040099
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",9157,9856,"T7p17","2.5",601520,10959568,0.0548853750439798,0.078519849848326,3.99892513283644e-06,0.0196352387804349
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",9856,10276,"T7p18","2.8",376339,10959568,0.0343388535022548,0.0817591750053687,3.99892513283644e-06,0.0204452877434534
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",10256,10706,"T7p19","3",755186,10959568,0.0689065481413136,0.153125662536252,3.99892513283644e-06,0.0382917052582178
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",10705,11161,"T7p20","3.5",703992,10959568,0.0642353786207632,0.140867058378867,3.99892513283644e-06,0.0352262304743249
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11224,11590,"T7p21","3.8",51723,10959568,0.00471943784645526,0.0128946389247412,3.99892513283644e-06,0.00322452621552207
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11564,13265,"T7p22","4A",342041,10959568,0.0312093505875414,0.0183476487875023,3.99892513283644e-06,0.00458814510850527
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11634,11757,"T7p23","4.1",35314,10959568,0.00322220729868185,0.0261968073063565,3.99892513283644e-06,0.00655096218012341
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11753,13265,"T7p24","4B",315188,10959568,0.0287591627699194,0.0190206102975657,3.99892513283644e-06,0.00475643070718716
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",12987,13326,"T7p25","4.2",153291,10959568,0.0139869564201801,0.0412594584666079,3.99892513283644e-06,0.0103176371389935
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13351,13564,"T7p26","4.3",216416,10959568,0.0197467637410526,0.0927078109908571,3.99892513283644e-06,0.0231831824581071
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13583,13853,"T7p27","4.5",120617,10959568,0.0110056345286603,0.0407616093654083,3.99892513283644e-06,0.0101931414096008
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13926,14334,"T7p28","4.7",72720,10959568,0.00663529803364512,0.0162629853765812,3.99892513283644e-06,0.0040668391721167
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",14352,16467,"T7p29","5",507115,10959568,0.0462714406261269,0.0218777497050245,3.99892513283644e-06,0.00547090755097649
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16482,16839,"T7p30","5.3",207052,10959568,0.0188923505014066,0.05291974930366,3.99892513283644e-06,0.0132334933877904
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16850,17359,"T7p31","5.5-5.7",235609,10959568,0.021498018900015,0.042235793516729,3.99892513283644e-06,0.0105617865085589
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16850,17150,"T7p32","5.5",156324,10959568,0.0142637009049992,0.0475456696833306,3.99892513283644e-06,0.0118896123593108
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17149,17359,"T7p33","5.7",134095,10959568,0.0122354275278004,0.0582639406085732,3.99892513283644e-06,0.0145699003290033
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17358,17517,"T7p34","5.9",100390,10959568,0.00916003258522599,0.05761026783161,3.99892513283644e-06,0.0144064382097464
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17503,18406,"T7p35","6",462490,10959568,0.0421996560448368,0.0467327309466631,3.99892513283644e-06,0.0116863230478925
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",18393,18507,"T7p36","6.3",92604,10959568,0.00844960312304281,0.0741193256407264,3.99892513283644e-06,0.0185348120253888
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",18604,18859,"T7p37","6.5",453099,10959568,0.0413427792044358,0.162128545899748,3.99892513283644e-06,0.0405430310681387
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",18863,19130,"T7p38","6.7",481762,10959568,0.0439581195171196,0.164637151749512,3.99892513283644e-06,0.0411703511020059
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",19129,19531,"T7p39","7",801473,10959568,0.0731299810357489,0.181915375710818,3.99892513283644e-06,0.0454910681415497
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",19534,19834,"T7p40","7.3",685678,10959568,0.062564327353049,0.208547757843497,3.99892513283644e-06,0.0521509532976862
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",19847,20240,"T7p41","7.7",584769,10959568,0.0533569388866422,0.135768292332423,3.99892513283644e-06,0.033951196339633
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",20239,21850,"T7p42","8",1199475,10959568,0.109445463543819,0.0679363522928731,3.99892513283644e-06,0.0169886532095903
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",21949,22873,"T7p43","9",532770,10959568,0.0486123175658019,0.0526107332963224,3.99892513283644e-06,0.0131562186209287
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",22966,24162,"T7p44","10B",947033,10959568,0.0864115264397283,0.0722504401669969,3.99892513283644e-06,0.0180674650729832
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",22966,24004,"T7p45","10A",880519,10959568,0.0803424916018588,0.077401244317783,3.99892513283644e-06,0.0193555122305784
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",24227,24818,"T7p46","11",91651,10959568,0.00836264714083621,0.0141499951621594,3.99892513283644e-06,0.00353844963136952
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",24841,27226,"T7p47","12",291850,10959568,0.0266296992728181,0.0111654923575757,3.99892513283644e-06,0.00279212337982832
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",27306,27723,"T7p48","13",157740,10959568,0.0143929030779315,0.0345153551029533,3.99892513283644e-06,0.00863115811284809
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",27727,28318,"T7p49","14",395933,10959568,0.0361266976946537,0.0611280840857084,3.99892513283644e-06,0.015286128660866
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",28324,30568,"T7p50","15",1081581,10959568,0.0986882877135303,0.0439787378402541,3.99892513283644e-06,0.0109976397105139
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",30594,34551,"T7p51","16",1359583,10959568,0.124054433532417,0.031350627630128,3.99892513283644e-06,0.00783976358364354
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",34623,36285,"T7p52","17",2398634,10959568,0.218862093834356,0.131685977036315,3.99892513283644e-06,0.0329303431952251
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",36343,36547,"T7p53","17.5",300847,10959568,0.0274506257910896,0.134561891132792,3.99892513283644e-06,0.0336495149728765
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",36552,36822,"T7p54","18",331380,10959568,0.0302365932671799,0.111987382471037,3.99892513283644e-06,0.0280043708624282
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",36916,37348,"T7p55","18.5",370836,10959568,0.0338367351705834,0.0783257758578319,3.99892513283644e-06,0.019586707241572
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",37031,37283,"T7p56","18.7",207486,10959568,0.0189319506024325,0.0751267881048909,3.99892513283644e-06,0.0187867453401418
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",37369,39130,"T7p57","19",1291033,10959568,0.117799624948721,0.0668935973587283,3.99892513283644e-06,0.0167278944057852
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",38015,38273,"T7p58","19.2",302219,10959568,0.0275758132072359,0.106882996927271,3.99892513283644e-06,0.0267279314757911
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",38552,38726,"T7p59","19.3",182136,10959568,0.0166189032268425,0.0955109380853018,3.99892513283644e-06,0.0238841525941637
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",39388,39538,"T7p60","19.5",252452,10959568,0.0230348495488143,0.153565663658762,3.99892513283644e-06,0.0384017351057128
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",890,1468,"T7p01","0.3",28890,7188208,0.00401908236378246,0.00695342969512537,3.98958007398029e-06,0.00174289763989826
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1277,1433,"T7p02","0.4",4,7188208,5.56466924718929e-07,3.56709567127518e-06,3.98958007398029e-06,8.94103039700715e-07
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1468,3138,"T7p03","0.7",36280,7188208,0.00504715500720068,0.0030222485073058,3.98958007398029e-06,0.000757535492774453
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1495,1639,"T7p04","0.5",7,7188208,9.73817118258125e-07,6.76261887679254e-06,3.98958007398029e-06,1.69507034609927e-06
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1635,1972,"T7p05","0.6B",3,7188208,4.17350193539196e-07,1.23842787400355e-06,3.98958007398029e-06,3.10415595385708e-07
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1635,1797,"T7p06","0.6A",2,7188208,2.78233462359464e-07,1.71749050839175e-06,3.98958007398029e-06,4.30494056152196e-07
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",3138,5887,"T7p07","1",129910,7188208,0.018072654547559,0.006574265022757,3.98958007398029e-06,0.00164785889764033
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",5887,6448,"T7p08","1.2",186858,7188208,0.0259950741547824,0.0463370305789347,3.98958007398029e-06,0.0116145132369046
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",6006,6135,"T7p09","1.1",44019,7188208,0.00612377938980063,0.04747115806047,3.98958007398029e-06,0.011898785631619
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",6448,7588,"T7p10","1.3",413156,7188208,0.0574769121872934,0.0504183440239416,3.98958007398029e-06,0.0126375064766254
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",7607,7763,"T7p11","1.4",20319,7188208,0.00282671286084098,0.0181199542361601,3.98958007398029e-06,0.00454181991591971
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",7790,7880,"T7p12","1.5",56920,7188208,0.00791852433875035,0.0879836037638928,3.98958007398029e-06,0.0220533495085647
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",7905,8166,"T7p13","1.6",138176,7188208,0.0192225934474907,0.073649783323719,3.98958007398029e-06,0.0184605351836542
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",8165,8756,"T7p14","1.7",378011,7188208,0.0525876546699817,0.0889808031640977,3.98958007398029e-06,0.0223033004762639
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",8748,8895,"T7p15","1.8",141713,7188208,0.0197146493256734,0.134113260718867,3.98958007398029e-06,0.0336158839356408
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",8897,9092,"T7p16","2",138560,7188208,0.0192760142722637,0.0988513552423779,3.98958007398029e-06,0.0247773834361862
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",9157,9856,"T7p17","2.5",443340,7188208,0.0616760116012224,0.0882346374838662,3.98958007398029e-06,0.022116271850094
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",9856,10276,"T7p18","2.8",231785,7188208,0.0322451715364942,0.0767742179440338,3.98958007398029e-06,0.0192436839267242
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",10256,10706,"T7p19","3",587250,7188208,0.0816963003852977,0.18154733418955,3.98958007398029e-06,0.0455053742055679
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",10705,11161,"T7p20","3.5",487707,7188208,0.0678482036134736,0.148789920204986,3.98958007398029e-06,0.0372946318775205
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11224,11590,"T7p21","3.8",29290,7188208,0.00407472905625435,0.0111331394979627,3.98958007398029e-06,0.00279055421661345
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11564,13265,"T7p22","4A",187687,7188208,0.0261104019249304,0.0153500305261202,3.98958007398029e-06,0.00384753037700177
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11634,11757,"T7p23","4.1",20261,7188208,0.00281864409043255,0.0229158056132728,3.98958007398029e-06,0.0057439141935583
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11753,13265,"T7p24","4B",171960,7188208,0.0239225130936667,0.0158217679190918,3.98958007398029e-06,0.00396577274442491
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",12987,13326,"T7p25","4.2",96593,7188208,0.0134377024148439,0.0396392401617813,3.98958007398029e-06,0.00993569233521722
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",13351,13564,"T7p26","4.3",153188,7188208,0.0213110138159608,0.100051708056154,3.98958007398029e-06,0.0250782554055458
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",13583,13853,"T7p27","4.5",64515,7188208,0.00897511591206042,0.0332411700446682,3.98958007398029e-06,0.00833199720979768
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",13926,14334,"T7p28","4.7",38384,7188208,0.00533985660960284,0.0130878838470658,3.98958007398029e-06,0.00328051664695838
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",14352,16467,"T7p29","5",288705,7188208,0.0401636958752446,0.0189899271277752,3.98958007398029e-06,0.0047598811843948
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",16482,16839,"T7p30","5.3",115735,7188208,0.0161006748830863,0.0450999296444994,3.98958007398029e-06,0.0113044302428312
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",16850,17359,"T7p31","5.5-5.7",133549,7188208,0.018578900332322,0.0365007865075089,3.98958007398029e-06,0.00914902967998162
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",16850,17150,"T7p32","5.5",81082,7188208,0.011279862797515,0.0375995426583835,3.98958007398029e-06,0.00942443614645174
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",17149,17359,"T7p33","5.7",83527,7188208,0.0116200032052495,0.0553333485964261,3.98958007398029e-06,0.0138694668537437
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",17358,17517,"T7p34","5.9",60222,7188208,0.00837788778510583,0.0526911181453197,3.98958007398029e-06,0.0132071840063988
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",17503,18406,"T7p35","6",297090,7188208,0.0413301896661866,0.045769866739963,3.98958007398029e-06,0.0114723519496376
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",18393,18507,"T7p36","6.3",40600,7188208,0.00564813928589712,0.0495450814552379,3.98958007398029e-06,0.0124186206408957
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",18604,18859,"T7p37","6.5",274037,7188208,0.0381231316623003,0.14950247710706,3.98958007398029e-06,0.037473236364424
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",18863,19130,"T7p38","6.7",294413,7188208,0.0409577741768185,0.153399903283964,3.98958007398029e-06,0.03845013771861
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",19129,19531,"T7p39","7",508136,7188208,0.0706902193147444,0.175846316703344,3.98958007398029e-06,0.0440763973758038
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",19534,19834,"T7p40","7.3",451853,7188208,0.0628603123337555,0.209534374445852,3.98958007398029e-06,0.0525204083037253
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",19847,20240,"T7p41","7.7",334471,7188208,0.0465305121944162,0.118398249858565,3.98958007398029e-06,0.0296768701625389
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",20239,21850,"T7p42","8",817658,7188208,0.113749908182957,0.0706082608212026,3.98958007398029e-06,0.0176981686071935
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",21949,22873,"T7p43","9",392143,7188208,0.0545536523150137,0.0590407492586728,3.98958007398029e-06,0.0147987377528105
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",22966,24162,"T7p44","10B",692818,7188208,0.0963825754624797,0.0805874376776586,3.98958007398029e-06,0.0201994786878055
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",22966,24004,"T7p45","10A",652964,7188208,0.0908382172580426,0.0875127333892511,3.98958007398029e-06,0.0219353244618404
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",24227,24818,"T7p46","11",79545,7188208,0.0110660403816918,0.0187242646052315,3.98958007398029e-06,0.00469329209040058
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",24841,27226,"T7p47","12",205248,7188208,0.0285534308411777,0.0119720884030095,3.98958007398029e-06,0.00300083923144956
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",27306,27723,"T7p48","13",105689,7188208,0.0147031082016547,0.0352592522821456,3.98958007398029e-06,0.00883783546847536
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",27727,28318,"T7p49","14",278380,7188208,0.0387273156258138,0.0655284528355564,3.98958007398029e-06,0.0164248997690076
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",28324,30568,"T7p50","15",768598,7188208,0.10692484135128,0.0476492162884491,3.98958007398029e-06,0.011943416451073
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",30594,34551,"T7p51","16",1016548,7188208,0.141418834847294,0.0357389019073274,3.98958007398029e-06,0.0089580610602137
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",34623,36285,"T7p52","17",1555778,7188208,0.216434749801341,0.130225481228244,3.98958007398029e-06,0.0326414005517933
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",36343,36547,"T7p53","17.5",177679,7188208,0.0247181216792836,0.121167263133743,3.98958007398029e-06,0.0303709314982762
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",36552,36822,"T7p54","18",197393,7188208,0.0274606689177609,0.101706181176892,3.98958007398029e-06,0.0254929539678151
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",36916,37348,"T7p55","18.5",283999,7188208,0.0395090125383127,0.0914560475423906,3.98958007398029e-06,0.0229237277724689
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",37031,37283,"T7p56","18.7",146985,7188208,0.0204480727324529,0.0811431457637021,3.98958007398029e-06,0.0203387685568491
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",37369,39130,"T7p57","19",829669,7188208,0.115420839241157,0.0655427820790217,3.98958007398029e-06,0.0164284914361003
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",38015,38273,"T7p58","19.2",212971,7188208,0.0296278293560787,0.114836547891778,3.98958007398029e-06,0.0287841190707595
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",38552,38726,"T7p59","19.3",120359,7188208,0.0167439506480614,0.0962296014256401,3.98958007398029e-06,0.0241202331175758
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",39388,39538,"T7p60","19.5",126547,7188208,0.0176048049806016,0.117365366537344,3.98958007398029e-06,0.0294179749149017
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",890,1468,"T7p01","0.3",28398,9115799,0.00311525078602545,0.00538970724225856,3.29806999889516e-06,0.00163420037902898
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1277,1433,"T7p02","0.4",1,9115799,1.09699654413179e-07,7.03202912904992e-07,3.29806999889516e-06,2.13216491202601e-07
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1468,3138,"T7p03","0.7",35725,9115799,0.00391902015391081,0.00234671865503641,3.29806999889516e-06,0.000711543010252225
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1495,1639,"T7p04","0.5",1,9115799,1.09699654413179e-07,7.61803155647074e-07,3.29806999889516e-06,2.30984532136151e-07
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1635,1972,"T7p05","0.6B",2,9115799,2.19399308826357e-07,6.51036524707292e-07,3.29806999889516e-06,1.97399244080746e-07
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1635,1797,"T7p06","0.6A",2,9115799,2.19399308826357e-07,1.35431672115035e-06,3.29806999889516e-06,4.10639168242046e-07
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",3138,5887,"T7p07","1",109814,9115799,0.0120465578497288,0.00438216000353903,3.29806999889516e-06,0.00132870436497923
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",5887,6448,"T7p08","1.2",178886,9115799,0.0196237323793559,0.0349799151147164,3.29806999889516e-06,0.0106061772874543
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",6006,6135,"T7p09","1.1",45538,9115799,0.00499550286266733,0.03872482839277,3.29806999889516e-06,0.0117416635807435
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",6448,7588,"T7p10","1.3",399676,9115799,0.0438443190772416,0.0384599290151242,3.29806999889516e-06,0.0116613440672903
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",7607,7763,"T7p11","1.4",24592,9115799,0.00269773390132889,0.0172931660341596,3.29806999889516e-06,0.00524341995165436
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",7790,7880,"T7p12","1.5",62257,9115799,0.00682957138480127,0.0758841264977919,3.29806999889516e-06,0.0230086464275206
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",7905,8166,"T7p13","1.6",165054,9115799,0.0181063667595128,0.0693730527184398,3.29806999889516e-06,0.0210344391543174
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",8165,8756,"T7p14","1.7",463715,9115799,0.0508693752462072,0.0860733929715857,3.29806999889516e-06,0.0260981098037398
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",8748,8895,"T7p15","1.8",185926,9115799,0.0203960179464247,0.138748421404249,3.29806999889516e-06,0.0420695805276206
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",8897,9092,"T7p16","2",182071,9115799,0.0199731257786619,0.10242628604442,3.29806999889516e-06,0.031056431815799
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",9157,9856,"T7p17","2.5",652606,9115799,0.0715906526679669,0.102418673344731,3.29806999889516e-06,0.0310541235871406
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",9856,10276,"T7p18","2.8",346611,9115799,0.0380231069158063,0.0905312069423959,3.29806999889516e-06,0.027449753029112
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",10256,10706,"T7p19","3",584847,9115799,0.0641575137845843,0.142572252854632,3.29806999889516e-06,0.0432289954131941
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",10705,11161,"T7p20","3.5",569760,9115799,0.0625024750984527,0.137066831356256,3.29806999889516e-06,0.0415597095883874
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11224,11590,"T7p21","3.8",67758,9115799,0.00743302918372816,0.0203088229063611,3.29806999889516e-06,0.00615779013579593
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11564,13265,"T7p22","4A",488506,9115799,0.0535889393787643,0.0315043735324893,3.29806999889516e-06,0.00955236654863091
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11634,11757,"T7p23","4.1",52546,9115799,0.00576427804079489,0.0468640491121536,3.29806999889516e-06,0.0142095374348794
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11753,13265,"T7p24","4B",450208,9115799,0.0493876620140484,0.0326637976283389,3.29806999889516e-06,0.00990391278513831
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",12987,13326,"T7p25","4.2",196428,9115799,0.0215480837170719,0.0635636687819229,3.29806999889516e-06,0.0192729895979214
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",13351,13564,"T7p26","4.3",259705,9115799,0.0284895487493746,0.133753749997064,3.29806999889516e-06,0.0405551580293538
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",13583,13853,"T7p27","4.5",187640,9115799,0.0205840431540889,0.0762371968669957,3.29806999889516e-06,0.0231157000586813
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",13926,14334,"T7p28","4.7",91769,9115799,0.010067027585843,0.0246740872202034,3.29806999889516e-06,0.00748137159868322
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",14352,16467,"T7p29","5",564151,9115799,0.0618871697368492,0.0292610731616308,3.29806999889516e-06,0.00887218075160114
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",16482,16839,"T7p30","5.3",170464,9115799,0.0186998418898881,0.0523805094954849,3.29806999889516e-06,0.0158821703338717
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",16850,17359,"T7p31","5.5-5.7",224743,9115799,0.024654229431781,0.0484366000624382,3.29806999889516e-06,0.0146863468873202
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",16850,17150,"T7p32","5.5",143085,9115799,0.0156963750517097,0.0523212501723656,3.29806999889516e-06,0.0158642024547366
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",17149,17359,"T7p33","5.7",130342,9115799,0.0142984723555225,0.0680879635977264,3.29806999889516e-06,0.0206447903229876
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",17358,17517,"T7p34","5.9",98281,9115799,0.0107813917353816,0.0678074951910793,3.29806999889516e-06,0.0205597501610926
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",17503,18406,"T7p35","6",435286,9115799,0.0477507237708949,0.0528800927695403,3.29806999889516e-06,0.0160336477962126
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",18393,18507,"T7p36","6.3",82002,9115799,0.00899559106118948,0.078908693519206,3.29806999889516e-06,0.0239257182369204
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",18604,18859,"T7p37","6.5",223027,9115799,0.024465984824808,0.0959450385286588,3.29806999889516e-06,0.0290912680934001
